الكلية, الحد الأدنى
طب القاهرة,410
طب أسنان القاهرة,410
طب الإسكندرية,410
طب أسنان الإسكندرية,410
طب عين شمس,410
طب أسنان عين شمس,410
طب الفيوم,410
طب أسيوط,410
طب طنطا,410
طب أسنان طنطا,410
صيدلة طنطا,410
طب أسنان كفر الشيخ,410
طب المنصورة,410
طب أسنان المنصورة,410
طب الزقازيق,410
طب قناة السويس بالإسماعيلية,410
طب المنوفية بشبين الكوم,410
طب بنها,410
هندسة دمياط,410
طب بني سويف,410
طب أسنان الزقازيق,410
طب المنيا,410
طب أسنان المنوفية,410
طب دمياط,410
طب الاقصر,410
طب جنوب الوادي,410
طب أسنان الفيوم,410
طب كفر الشيخ,410
طب حلوان,409.935938
طب أسنان قناة السويس بالإسماعيلية,409.933871
طب أسنان أسيوط,409.931666
طب أسنان السويس,409.931666
طب أسنان المنيا,409.931666
طب فاقوس,409.931666
طب السويس,409.931666
طب بور سعيد,409.931666
طب أسنان بني سويف,409.931666
طب أسنان جنوب الوادي,409.8975
طب سوهاج,409.8975
طب الوادي الجديد,409.892106
علاج طبيعي كفر الشيخ,409.892106
طب أسوان,409.867742
صيدلة المنصورة,409.863334
علاج طبيعي القاهرة,409.863334
علاج طبيعي بنها,409.863334
صيدلة عين شمس,409.863334
صيدلة الفيوم,409.863334
علاج طبيعي جنوب الوادي,409.863334
صيدلة القاهرة,409.863334
صيدلة بور سعيد,409.86
صيدلة حلوان,409.801613
علاج طبيعي السويس,409.795
صيدلة الزقازيق,409.795
صيدلة المنوفية,409.795
صيدلة الإسكندرية,409.795
علاج طبيعي بني سويف,409.784211
صيدلة و تصنيع دوائي كفر الشيخ,409.772222
صيدلة بني سويف,409.726666
صيدلة مدينة السادات,409.726666
صيدلة أسيوط,409.726666
صيدلة قناة السويس بالإسماعيلية,409.679688
صيدلة دمنهور,409.676316
هندسة أسوان,409.669355
صيدلة جنوب الوادي,409.669355
صيدلة المنيا,409.658334
صيدلة سوهاج,409.658334
تكنولوجيا العلوم الصحية التطبيقية المنوفية,409.59
ذكاء إصطناعي المنوفية شبين الكوم رياضة,409.59
طب بيطري المنيا,409.59
هندسة بترول و تعدين السويس,409.521666
تكنولوجيا العلوم الصحية التطبيقية بني سويف,409.316666
هندسة طنطا,409.043334
هندسة القاهرة,408.701666
طب بيطري المنوفية,408.565
الذكاء الاصطناعى كفر الشيخ رياضة,408.565
طب بيطري القاهرة,408.214516
ألسن بني سويف,408.148387
حاسبات ومعلومات كفر الشيخ رياضة,408.082258
هندسة عين شمس,407.95
هندسة إلكترونية المنوفية بمنوف,407.95
حاسبات ومعلومات عين شمس رياضة,407.95
هندسة أسيوط,407.95
طب بيطري أسيوط,407.95
اقتصاد و علوم سياسية القاهرة,407.95
فنون جميلة (عمارة) حلوان,407.95
هندسة الإسكندرية,407.95
طب بيطري الإسكندرية,407.95
ألسن قناة السويس بالإسماعيلية,407.95
هندسة بني سويف,407.95
هندسة المنصورة,407.95
طب بيطري المنصورة,407.95
حاسبات و ذكاء إصطناعي القاهرة رياضة,407.95
هندسة كفر الشيخ,407.95
هندسة حلوان,407.95
هندسة الزقازيق,407.95
هندسة الفيوم,407.95
حاسبات و علوم البيانات الإسكندرية رياضة,407.95
حاسبات ومعلومات دمياط رياضة,407.95
الملاحة وتكنولوجيا الفضاء بني سويف,407.95
هندسة المنيا,407.95
حاسبات وذكاء اصطناعي السادات رياضة,407.95
هندسة جنوب الوادي,407.95
طب بيطري كفر الشيخ,407.95
تخطيط عمراني القاهرة,407.95
هندسة المنوفية بشبين الكوم,407.95
هندسة بنها بشبرا,407.95
طب بيطري بنها,407.95
هندسة الطاقة أسوان,407.95
هندسة السويس,407.95
هندسة سوهاج,407.883871
طب بيطري الزقازيق,407.883871
طب بيطري قناة السويس بالإسماعيلية,407.881666
هندسة بنها,407.881666
طب بيطري مدينة السادات,407.881666
طب بيطري جنوب الوادي,407.881666
حاسبات ومعلومات سوهاج رياضة,407.881666
ألسن كفر الشيخ,407.8475
هندسة بور سعيد,407.842106
هندسة حلوان بالمطرية,407.842106
حاسبات و ذكاء إصطناعي حلوان رياضة,407.821875
هندسة قناة السويس بالإسماعيلية,407.821875
سياسة واقتصاد بني سويف,407.817742
حاسبات و ذكاء إصطناعي بنها رياضة,407.813334
طب بيطري دمنهور,407.813334
فنون جميلة (عمارة) الإسكندرية,407.813334
حاسبات ومعلومات الزقازيق رياضة,407.813334
طب بيطري سوهاج,407.813334
طب بيطري بني سويف,407.813334
حاسبات ومعلومات طنطا رياضة,407.813334
طب بيطري أسوان,407.745
طب بيطري مطروح,407.745
حاسبات ومعلومات المنيا رياضة,407.734211
حاسبات ومعلومات المنوفية بشبين الكوم رياضة,407.734211
حاسبات ومعلومات المنصورة رياضة,407.69375
حاسبات ومعلومات دمنهور بالنوبارية رياضة,407.685484
ألسن أسوان,407.676666
طب بيطري الوادي الجديد,407.676666
حاسبات ومعلومات قناة السويس بالإسماعيلية رياضة,407.6425
طب بيطري العريش,407.629688
حاسبات ومعلومات السويس رياضة,407.626316
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,407.608334
حاسبات ومعلومات الفيوم رياضة,407.608334
فنون جميلة (عمارة) المنصورة,407.608334
فنون جميلة (عمارة) أسيوط,407.596552
حاسبات و ذكاء إصطناعي جنوب الوادي فرع الغردقة رياضة,407.553226
آثار أسوان,407.54
حاسبات وذكاء اصطناعي مطروح رياضة,407.518421
حاسبات ومعلومات قنا رياضة,407.471666
حاسبات ومعلومات أسيوط رياضة,407.471666
حاسبات ومعلومات الأقصر رياضة,407.410527
ألسن عين شمس,407.410527
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,407.403334
ألسن المنيا,407.335
حاسبات ومعلومات بني سويف رياضة,407.335
سياسة واقتصاد السويس,407.266666
فنون تطبيقية بنها,407.245313
فنون جميلة (عمارة) المنيا,407.18125
ألسن الفيوم,407.086842
معهد عالي هندسة وتكنولوجيا كفر الشيخ,407.061666
علوم كفر الشيخ,406.993334
علوم جنوب الوادي,406.978948
علوم بنات عين شمس,406.962963
تكنولوجيا الادارة ونظم المعلومات بور سعيد,406.788334
علوم دمنهور,406.72
حاسبات و معلومات العريش رياضة,406.651666
علوم الفيوم,406.651666
علوم الزقازيق,406.536207
مصر العالي هندسة وتكنولوجيا منصورة,406.515
علوم القاهرة,406.515
علوم البترول والتعدين مطروح,406.446666
العالي للهندسة والتكنولوجيا التجمع الخامس,406.173334
ألسن الأقصر,406.105
ألسن الفيوم رياضة,405.968334
ألسن جنوب الوادي فرع الغردقة,405.9
آثار دمياط,405.9
تربية طفولة مبكرة المنوفية,405.9
علوم بني سويف,405.9
علوم الارض بني سويف,405.9
علوم المنصورة,405.9
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,405.9
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,405.9
علوم الإسكندرية,405.9
علوم عين شمس,405.9
ألسن سوهاج,405.9
معهد المنصورة العالى للهندسة والتكنولوجيا,405.835938
فنون تطبيقية حلوان,405.684211
دار العلوم القاهرة,405.576316
علوم المنوفية بشبين الكوم,405.569355
ألسن جنوب الوادي فرع الغردقة رياضة,405.558334
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,405.49
علوم السويس,405.49
علوم طنطا,405.49
علوم حلوان,405.49
فنون تطبيقية دمياط,405.444445
فنون جميلة (فنون) حلوان,405.421666
علوم بور سعيد,405.148334
علوم دمياط,405.148334
علوم بنها,405.148334
آثار عين شمس,405.08
آثار القاهرة,405.036842
تربية قناة السويس بالإسماعيلية,404.806666
كلية تكنولوجيا الصناعة والطاقة ج الدلتا التكنولوجية,404.67
علوم قناة السويس بالإسماعيلية,404.533334
علوم سوهاج,404.445161
الاعاقة والتأهيل الزقازيق,404.26
فنون جميلة (فنون) المنصورة,404.123334
فنون تطبيقية بني سويف,403.957894
علوم أسيوط,403.918334
آثار سوهاج,403.85
الاعاقة والتأهيل بني سويف,403.85
تربية الزقازيق,403.85
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,403.85
علوم المنيا,403.85
علوم أسوان,403.85
المعهد العالى للهندسة والتكنولوجيا بطنطا,403.85
التكنولوجيا والتعليم الصناعي حلوان,403.85
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,403.85
علوم الوادي الجديد,403.85
فنون جميلة (فنون) الإسكندرية,403.717742
علوم العريش,403.717742
فنون جميلة (فنون) المنيا,403.713334
تربية المنيا,403.576666
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,403.508334
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,403.508334
تربية المنصورة,403.252084
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,403.235
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,403.166666
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,403.098334
علوم ثروة سمكية و مصايد كفر الشيخ,402.62
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,402.346666
فنون جميلة (فنون) أسيوط,402.278334
تربية أسوان,402.21
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,402.073334
معهد فني صحى اسيوط,402.005
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,401.8
معهد عالي هندسه مدينه الشروق بمصروفات,401.8
معهد عالي هندسه 6 اكتوبر بمصروفات,401.8
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,401.8
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,401.8
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,401.731666
آثار و لغات مطروح,401.731666
إعلام القاهرة,401.535484
تجارة دمياط,401.526666
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,401.526666
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,401.458334
تربية (طفولة) عين شمس,401.39
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,401.368421
تربية عين شمس,401.116666
أقتصاد منزلى بنات عين شمس,401.048334
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,401.048334
فنون جميلة (فنون) الأقصر,401.048334
المجمع التكنولوجي المتكامل بالسلام,400.911666
تربية طنطا,400.775
معهد عالي فنون تطبيقيه التجمع الخامس,400.51875
المعهد العالى للهندسة الالكترونية بلبيس,400.477419
تربية كفر الشيخ,400.335714
تربية بنات عين شمس,400.296666
علوم البترول والتعدين مطروح - علوم,400.2625
تربية (تعليم ابتدائي) كفر الشيخ,399.948387
آثار الفيوم,399.886666
معهد عالي كندي تكنولوجيا هندسة ت.خامس,399.75
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,399.75
عالى هندسة وتكنولوجيا بسوهاج,399.545
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,399.102631
معهد فني صحى الزقازيق,398.886842
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,398.656666
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,398.559677
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,398.493549
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,398.11
تربية الإسكندرية,397.973334
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,397.964516
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,397.7
تربية (تعليم ابتدائي) الزقازيق,397.7
تجارة القاهرة,397.7
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,397.563334
إعلام المنوفية,397.052631
عالي هندسة بلبيس,396.88
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,396.88
الجزيره العالي للاتصال والاعلام بالمقطم,396.401666
آثار الزقازيق بصان الحجر,396.377419
التكنولوجيا والتعليم الصناعي السويس,396.333334
تربية المنوفية بشبين الكوم,396.06
المجمع التكنولوجى المتكامل بالاميرية,395.65
آثار الأقصر,395.65
معهد فني صحى طنطا,395.308334
آثار جنوب الوادي,394.898334
تربية نوعية فنية الإسكندرية,394.856451
تربية طفولة مبكرة الزقازيق,394.078334
تربية نوعية كفر الشيخ,393.736666
تجارة الإسكندرية,393.6
معهد عالي فنون تطبيقيه 6 اكتوبر,393.258334
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,392.575
تجارة المنصورة,392.165
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,392.089474
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,391.55
حقوق الزقازيق,391.481666
تجارة عين شمس,391.345
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,391.276666
المعهد الكندى العالى للهندسة 6 اكتوبر,391.276666
زراعة القاهرة,390.935
معهد فني صحى الاسكندريه,390.653125
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,390.578948
تربية حلوان,390.32
تربية (تعليم ابتدائي) المنوفية,389.176316
معهد فني صحى المنصوره,389.09
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,388.816666
تجارة الزقازيق,388.475
المعهد العالي للغات بالمنصورة,388.475
تربية (طفولة) أسوان,387.881579
تربية (تعليم ابتدائي) المنصورة,387.582258
معهد الاسكندرية العالى للإعلام بسموحة,386.903334
معهد فني صحى بنى سويف,386.813793
تربية بني سويف,386.766666
تربية (تعليم ابتدائي) المنيا,386.356666
تربية دمياط,386.151666
دار العلوم المنيا,385.951923
المعهد العالى لتكنولوجيا الادارة والمعلومات بالمنيا شعبة نظم المعلومات الادارية,385.730645
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,385.605
تربية بنها,385.551852
المعهد الكندى العالى للادارة 6 اكتوبر,385.4
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,385.4
تربية طفولة مبكرة بور سعيد,385.2975
زراعة المنصورة,384.921666
معهد عالي هندسة وتكنولوجيا العريش,383.623334
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,383.281666
معهد القناة العالى للهندسة بالسويس,383.076666
تجارة طنطا,383.008334
تمريض دمياط,382.256666
آداب القاهرة,381.573334
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,381.095
تجارة و إدارة أعمال حلوان,380.001666
تربية (تعليم ابتدائي) الإسكندرية,379.386666
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,379.051613
معهد طيبة العالي للهندسه بالمعادى بمصروفات,378.293334
تربية الفيوم,377.739474
تربية (طفولة) كفر الشيخ,377.503704
تربية نوعية الإسكندرية,374.808334
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,374.535
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,374.535
حقوق دمياط,374.125
زراعة عين شمس,374.025807
تربية جنوب الوادي بالغردقة,373.665517
تجارة كفر الشيخ,373.1
التكنولوجيا والتعليم الصناعي بني سويف,372.992106
المعهد العالى للهندسة وتكنولوجيا السيارات والطاقة بهليوبوليس الجديدة,372.67
المعهد العالي للهندسة بمدينة 15 مايو,372.075
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,371.733334
معهد فني صحى امبابة,369.727419
تربية نوعية القاهرة,369
زراعة و موارد طبيعية أسوان,368.385
تربية (تعليم ابتدائي) بنات عين شمس,367.535714
تربية نوعية فنية أسيوط,366.745
تجارة بور سعيد,366.54
تجارة انتساب موجه المنصورة,366.4375
تربية طفولة مبكرة المنصورة,365.446666
تربية (طفولة) الإسكندرية,364.9
التكنولوجيا والتعليم الصناعي سوهاج,364.148334
تجارة انتساب موجه كفر الشيخ,364.148334
تجارة بنها,363.908065
تربية نوعية المنصورة,363.601666
تربية (تعليم ابتدائي) قناة السويس بالإسماعيلية,363.396666
ثروة سمكية السويس,363.342
الفني للفنادق الاسكندريه,362.986666
زراعة دمياط,361.551666
معهد فني صحى بور سعيد,360.595
تجارة انتساب موجه الزقازيق,360.39
طيبة العالي بالمعادى لنظم المعلومات الإدارية,359.296666
تجارة السويس,359.02
المعهد العالى للعلوم الادارية بالمنزلة,357.93
تكنولوجيا وتنمية الزقازيق علوم زراعية,357.725
تجارة دمنهور,357.246666
تربية دمنهور,355.128334
تجارة المنوفية بشبين الكوم,354.65
حقوق كفرالشيخ,352.6
تجارة أسوان,352.502381
تربية بور سعيد,352.429166
العبور العالي ك21 بطريق بلبيس لنظم المعلومات الإدارية,351.952631
تربية مدينة السادات,351.301666
دار العلوم الفيوم,350.686666
حقوق القاهرة,350.686666
تجارة قناة السويس بالإسماعيلية,348.5
تربية (تعليم ابتدائي) عين شمس,348.431666
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,347.611666
تربية طفولة مبكرة القاهرة,345.193549
تربية طفولة مبكرة مدينة السادات,344.478846
تجارة بني سويف,344.333871
تمريض الزقازيق,343.785
فنى صحي جنوب الوادي,341.256666
تربية نوعية الزقازيق,340.505
تجارة أسيوط,339.89
آداب بنات عين شمس,339.548334
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,339.388889
تربية (تعليم ابتدائي) الفيوم,339.001666
تربية طفولة مبكرة الفيوم,339.001666
تمريض المنوفية بشبين الكوم,338.897369
تربية سوهاج,338.865
تربية طفولة مبكرة بني سويف,338.728334
تربية نوعية فنية المنصورة,337.976666
آداب الإسكندرية,337.225
تربية (طفولة) قناة السويس بالإسماعيلية,336.398387
تجارة العريش,335.038334
تربية (تعليم ابتدائي) حلوان,334.423334
آداب حلوان,334.081666
تجارة مدينة السادات,332.92
تربية (تعليم ابتدائي) جنوب الوادي بالغردقة,332.51
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,330.733334
آداب العريش,330.323334
حقوق الفيوم,329.025
تربية طفولة مبكرة الإسكندرية,327.74375
تربية طفولة مبكرة دمنهور,326.77
آداب بنها,326.155
تربية (طفولة) حلوان رياض أطفال,324.241666
تجارة انتساب موجه قناة السويس بالإسماعيلية,323.353334
العالي للدراسات النوعية واللغات جيزه,320.21
تربية طفولة مبكرة مطروح,319.8
تربية نوعية عين شمس,319.484616
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,312.898334
آداب المنصورة,312.898334
ك.ت. فني للبصريات ابو الريش السيدة زينب,310.301666
تجارة و إدارة أعمال انتساب موجه حلوان,309.55
زراعة الإسكندرية,301.213334
الاستزراع المائي و المصايد البحرية العريش,300.691071
النيل العالي للعلوم التجارية شعبة نظم منصورة,300.461666
تربية نوعية المنصورة بمنية النصر,300.461666
تجارة انتساب موجه الإسكندرية,297.051613
تجارة انتساب موجه القاهرة,296.444643
آداب عين شمس,284.596552
ع.كندى تكنو.اعلام ت.خامس,281.728571
حقوق انتساب موجه كفر الشيخ,279.7
تمريض الإسكندرية,275.52
