الكلية,الدرجة,النوع,المجال
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,398.73252,معهد,هندسة
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,398.71843,جامعة,هندسة
التكنولوجيا والتعليم الصناعي السويس,398.559058,جامعة,تكنولوجيا
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,397.7,معهد,حاسبات ومعلومات
تربية المنيا,397.7,جامعة,تربية
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,397.7,معهد,هندسة
علوم جامعة العلوم والتكنولوجيا زويل,397.7,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,397.7,معهد,هندسة
تمريض طنطا,397.7,جامعة,تمريض
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,397.608817,معهد,حاسبات ومعلومات
تربية عين شمس,397.495,جامعة,تربية
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,397.434259,معهد,هندسة
دار العلوم القاهرة,397.128731,جامعة,علوم
تجارة دمياط,397.105514,جامعة,تجارة
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,396.84795,معهد,تكنولوجيا
تربية الفيوم,396.6869,جامعة,تربية
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,396.675,معهد,هندسة
إعلام القاهرة,396.481681,جامعة,إعلام
تمريض المنصورة,396.255436,جامعة,تمريض
تربية الزقازيق,396.21083,جامعة,تربية
تربية (طفولة) عين شمس,396.210027,جامعة,تربية
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,395.855,معهد,هندسة
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,395.68789,معهد,هندسة
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,395.65,جامعة,تكنولوجيا
آثار القاهرة,395.65,جامعة,آثار
تربية نوعية فنية الإسكندرية,395.58101,جامعة,تربية
معهد عالي هندسه مدينه الشروق بمصروفات,395.498149,معهد,هندسة
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,395.376666,جامعة,تكنولوجيا
إعلام بني سويف,395.00463,جامعة,إعلام
تربية (طفولة) حلوان رياض أطفال,394.898334,جامعة,تربية
العالي للحاسب الآلي ونظم المعلومات الإدارية بأبي قير,394.84263,معهد,حاسبات ومعلومات
آثار الفيوم,394.761666,جامعة,آثار
معهد فني صحى الزقازيق,394.625,معهد,تمريض
معهد طيبة العالي للهندسه بالمعادى بمصروفات,394.625,معهد,هندسة
معهد فني صحى المنصوره,394.443216,معهد,تمريض
تربية طنطا,394.321297,جامعة,تربية
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,394.228361,معهد,هندسة
تربية (تعليم ابتدائي) بور سعيد,394.168788,جامعة,تربية
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,394.146666,معهد,هندسة
تجارة القاهرة,394.146666,جامعة,تجارة
مصر العالي شعبة نظم معلومات إدارية المنصورة,393.6,معهد,حاسبات ومعلومات
آثار أسوان,393.6,جامعة,آثار
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,393.497939,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,393.48611,معهد,هندسة
تكنولوجيا المصايد والاسماك أسوان,393.431941,جامعة,تكنولوجيا
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,393.137097,معهد,هندسة
تمريض حلوان,392.438334,جامعة,تمريض
المجمع التكنولوجى المتكامل بالاميرية,392.042059,جامعة,تكنولوجيا
تربية المنصورة,391.55,جامعة,تربية
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,391.494297,معهد,هندسة
آثار و لغات مطروح,391.481666,جامعة,آثار
ع.دولى اعلام مدينةالشروق,391.398149,جامعة,إعلام
المعهد العالى للهندسة الالكترونية بلبيس,391.322223,معهد,هندسة
معهد عالي فنون تطبيقيه 6 اكتوبر,391.151901,معهد,طب
تربية رياضية بنات حلوان بالجزيرة,391.081012,جامعة,تربية
معهد فني صحى طنطا,391.071666,معهد,تمريض
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,390.525,جامعة,تكنولوجيا
معهد عالي فنون تطبيقيه التجمع الخامس,390.425807,معهد,طب
زراعة القاهرة,390.251666,جامعة,زراعة
إعلام جنوب الوادي,389.860575,جامعة,إعلام
تربية بنها,389.708942,جامعة,تربية
تجارة الإسكندرية,389.377205,جامعة,تجارة
العالي حاسب وادارة ش نظم المعلومات الإدارية الزرقا دمياط,388.588013,معهد,حاسبات ومعلومات
عالي هندسة بلبيس,388.543334,معهد,هندسة
تجارة المنصورة,388.338334,جامعة,تجارة
النيل العالي للعلوم التجارية شعبة نظم منصورة,388.246273,معهد,علوم
تربية المنوفية بشبين الكوم,388.162462,جامعة,تربية
آثار دمياط,387.45,جامعة,آثار
فنى تمريض كفر الشيخ,386.561666,جامعة,تمريض
تربية (طفولة) الإسكندرية,386.522609,جامعة,تربية
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,386.083334,جامعة,هندسة
آثار الأقصر,386.079464,جامعة,آثار
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,385.895709,معهد,هندسة
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,385.756487,معهد,هندسة
علوم ثروة سمكية و مصايد كفر الشيخ,385.4,جامعة,علوم
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,384.716667,معهد,هندسة
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,384.400626,معهد,هندسة
تجارة عين شمس,384.154303,جامعة,تجارة
تجارة الزقازيق,383.465933,جامعة,تجارة
آثار جنوب الوادي,383.35,جامعة,آثار
تربية مدينة السادات,383.148651,جامعة,تربية
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,382.871666,معهد,تكنولوجيا
تربية دمنهور,382.276159,جامعة,تربية
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,382.200963,معهد,هندسة
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,382.069407,معهد,هندسة
تربية (تعليم ابتدائي) المنصورة,381.837468,جامعة,تربية
التكنولوجيا والتعليم الصناعي سوهاج,381.733361,جامعة,تكنولوجيا
تربية (طفولة) كفر الشيخ,381.3,جامعة,تربية
آثار سوهاج,381.173992,جامعة,آثار
تربية نوعية القاهرة,381.019877,جامعة,تربية
تربية نوعية الإسكندرية,380.637546,جامعة,تربية
العالي للدراسات النوعية واللغات جيزه,380.344137,معهد,غير مصنف
تربية حلوان,379.743446,جامعة,تربية
تمريض الإسكندرية,379.728334,جامعة,تمريض
العالي للغات 6 اكتوبر,379.62963,معهد,غير مصنف
تربية طفولة مبكرة دمنهور,377.630953,جامعة,تربية
تجارة انتساب موجه المنصورة,377.615184,انتساب,تجارة
تجارة طنطا,377.2,جامعة,تجارة
تربية نوعية فنية كفر الشيخ,376.710204,جامعة,تربية
تجارة قناة السويس بالإسماعيلية,376.624861,جامعة,تجارة
تجارة كفر الشيخ,376.592593,جامعة,تجارة
تربية أسيوط,375.938461,جامعة,تربية
تربية (تعليم ابتدائي) الزقازيق,375.797369,جامعة,تربية
تمريض بني سويف,375.628334,جامعة,تمريض
تربية (طفولة) دمياط رياض أطفال,375.281313,جامعة,تربية
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,374.849581,جامعة,هندسة
ثروة سمكية السويس,374.646553,جامعة,غير مصنف
تجارة و إدارة أعمال حلوان,374.52259,جامعة,تجارة
العالي للحاسبات والمعلومات شعبة نظم طنطا,374.390742,معهد,حاسبات ومعلومات
تربية طفولة مبكرة المنوفية,374.000088,جامعة,تربية
تربية طفولة مبكرة الزقازيق,373.634913,جامعة,تربية
زراعة عين شمس,373.080581,جامعة,زراعة
معهد عالي كندي تكنولوجيا هندسة ت.خامس,373.024074,معهد,هندسة
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,372.851124,معهد,حاسبات ومعلومات
آداب القاهرة,371.911612,جامعة,آداب
تربية (تعليم ابتدائي) الإسكندرية,371.05,جامعة,تربية
تمريض الزقازيق,370.776666,جامعة,تمريض
تربية طفولة مبكرة بور سعيد,369.639237,جامعة,تربية
تجارة بنها,369.615,جامعة,تجارة
العالي للعلوم الادارية والتجارة الخارجية نظم تجمع خامس,369.519071,معهد,علوم
تجارة بور سعيد,369.348748,جامعة,تجارة
تمريض دمنهور,368.911298,جامعة,تمريض
تجارة انتساب موجه دمياط,368.785729,انتساب,تجارة
تربية طفولة مبكرة المنصورة,368.59,جامعة,تربية
تربية (طفولة) قناة السويس بالإسماعيلية,368.345358,جامعة,تربية
العالي للحاسبات بمدينة الشروق شعبة إدارة ومحاسبة,368.299146,معهد,حاسبات ومعلومات
تربية (طفولة) السويس,368.248334,جامعة,تربية
تجارة المنوفية بشبين الكوم,368.134298,جامعة,تجارة
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,366.335,جامعة,حاسبات ومعلومات
تربية نوعية طنطا,366.103032,جامعة,تربية
معهد فني صحى بنها,365.595745,معهد,تمريض
تربية قناة السويس بالإسماعيلية,364.976802,جامعة,تربية
أقتصاد منزلى بنات عين شمس,363.945086,جامعة,غير مصنف
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,363.84,معهد,حاسبات ومعلومات
تربية (طفولة) طنطا,363.445161,جامعة,تربية
تجارة السويس,361.62,جامعة,تجارة
تجارة أسوان,360.608725,جامعة,تجارة
ك.ت. فني للبصريات ابو الريش السيدة زينب,360.537399,جامعة,غير مصنف
تربية طفولة مبكرة مدينة السادات,360.29356,جامعة,تربية
تمريض المنوفية بشبين الكوم,359.411291,جامعة,تمريض
تربية (تعليم ابتدائي) الفيوم,359.082248,جامعة,تربية
معهد فني صحى بنى سويف,359.049177,معهد,تمريض
معهد عالي هندسة وتكنولوجيا العريش,359.023334,معهد,هندسة
سياحة وفنادق الإسكندرية,358.100409,جامعة,سياحة وفنادق
تربية طفولة مبكرة الإسكندرية,357.305435,جامعة,تربية
فنى تمريض طنطا,356.481786,جامعة,تمريض
تمريض بور سعيد,355.902267,جامعة,تمريض
تجارة انتساب موجه القاهرة,354.841713,انتساب,تجارة
تربية نوعية بور سعيد,354.818204,جامعة,تربية
تربية رياضية بنات بنها,353.892566,جامعة,تربية
تربية نوعية أسيوط,353.438763,جامعة,تربية
تربية (تعليم ابتدائي) كفر الشيخ,352.211756,جامعة,تربية
تجارة دمنهور,351.887684,جامعة,تجارة
زراعة المنصورة,351.444028,جامعة,زراعة
المعهد التكنولجى العالى للعلوم الصحية التطبيقية بمدينة بدر (2+2),351.411102,معهد,طب
آداب المنصورة,350.363982,جامعة,آداب
تربية طفولة مبكرة الفيوم,349.647358,جامعة,تربية
تربية (تعليم ابتدائي) عين شمس,349.616112,جامعة,تربية
تمريض المنيا,349.046666,جامعة,تمريض
تجارة بني سويف,348.868387,جامعة,تجارة
معهد فني صحى امبابة,348.432543,معهد,تمريض
معهد القناة العالى للهندسة بالسويس,348.380416,معهد,هندسة
تربية (تعليم ابتدائي) قناة السويس بالإسماعيلية,347.737018,جامعة,تربية
تربية نوعية فنية دمياط,346.849123,جامعة,تربية
سياحة وفنادق حلوان بالمنيل,345.927644,جامعة,سياحة وفنادق
آداب الفيوم,345.557578,جامعة,آداب
تربية جنوب الوادي بالغردقة,345.156996,جامعة,تربية
العالي للاعلام وفنون الاتصال 6 اكتوبر,345.015072,معهد,إعلام
ع.كندى تكنو.اعلام ت.خامس,344.628507,جامعة,إعلام
تربية جنوب الوادي,344.4,جامعة,تربية
تجارة العريش,343.979269,جامعة,تجارة
العبور العالي ك21 بطريق بلبيس شعبة اداره,343.648334,معهد,إدارة
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,342.399206,جامعة,تكنولوجيا
تربية (تعليم ابتدائي) حلوان,340.81834,جامعة,تربية
العالي للدراسات المتطوره بالهرم لنظم المعلومات الإدارية,340.026666,معهد,حاسبات ومعلومات
تربية (تعليم ابتدائي) طنطا,337.813061,جامعة,تربية
تجارة انتساب موجه الإسكندرية,337.242084,انتساب,تجارة
تربية طفولة مبكرة القاهرة,336.193867,جامعة,تربية
تمريض قناة السويس بالإسماعيلية,336.063334,جامعة,تمريض
العالي للسياحه والفنادق بالسيوف بالأسكندرية لنظم المعلومات الإدارية,335.896662,معهد,حاسبات ومعلومات
معهد فني صحى الاسكندريه,335.19128,معهد,تمريض
تربية نوعية المنصورة,334.680824,جامعة,تربية
تربية نوعية عين شمس,332.935184,جامعة,تربية
المعهد الكندى العالى للادارة 6 اكتوبر,330.201049,معهد,إدارة
حقوق المنيا,328.558933,جامعة,حقوق
تجارة أسيوط,323.968334,جامعة,تجارة
تجارة و إدارة أعمال انتساب موجه حلوان,321.567104,انتساب,تجارة
دار العلوم انتساب موجه القاهرة,312.682455,انتساب,علوم
تجارة جنوب الوادي,311.144445,جامعة,تجارة
العالي الكندي تكنولوجيا إدارة تجمع خامس,310.421615,معهد,تكنولوجيا
تربية نوعية كفر الشيخ,304.427408,جامعة,تربية
تربية طفولة مبكرة مطروح,301.903626,جامعة,تربية
تجارة انتساب موجه كفر الشيخ,300.987454,انتساب,تجارة
زراعة الإسكندرية,290.301172,جامعة,زراعة
العالي الدولى للغات والترجمة تجمع خامس,289.90351,معهد,ألسن
تجارة مدينة السادات,289.57002,جامعة,تجارة
تربية نوعية دمياط,287.751666,جامعة,تربية
فنى صحي جنوب الوادي,286.792081,جامعة,تمريض
الاكاديمية الدولية للهندسة وعلوم الاعلام (شعبة ادارة الاعمال),282.227555,جامعة,هندسة
تربية (تعليم ابتدائي) المنيا,270.533871,جامعة,تربية
